时间戳,设备ID,设备名称,AccX(g),AccY(g),AccZ(g),GyroX(°/s),GyroY(°/s),GyroZ(°/s),Roll(°),Pitch(°),Yaw(°)
"2025-05-23T07:28:54.374Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3452,0.9165,-0.1538,0.18,5.62,-0.85,96.00,20.33,-37.60
"2025-05-23T07:28:54.461Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9775,-0.2261,0.1450,-7.57,3.72,-1.34,-52.61,73.22,-148.47
"2025-05-23T07:28:54.588Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.1021,1.0410,0.0288,16.54,2.08,0.79,83.78,-3.54,-26.16
"2025-05-23T07:28:54.590Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.2026,0.0444,0.9976,0.49,6.53,2.81,3.01,7.34,-100.22
"2025-05-23T07:28:54.592Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3843,0.5176,0.7285,-2.01,3.54,-5.62,36.66,21.14,128.88
"2025-05-23T07:28:54.592Z",S9g0QdPJTOwpJL6pjEVoKg==,"WTL1",0.0161,0.9604,0.0181,16.91,-5.98,-0.73,84.53,-3.56,-26.17
"2025-05-23T07:28:54.593Z",C2roBuf9SJq1JEvJg6ghgw==,"WTR2",0.1914,-0.0244,0.9756,0.37,-6.47,-4.09,-4.58,-7.49,53.06
"2025-05-23T07:28:54.594Z",2du5wGR5eD2bbUgnkBG6Ng==,"WTL2",-0.1309,0.0400,1.0156,2.56,1.53,-12.45,3.13,7.46,-100.59
"2025-05-23T07:28:54.594Z",QEeDLZSRIVQP3s/HgjPLQQ==,"WTR3",-0.3799,0.5610,0.7627,-1.22,2.75,-0.55,36.57,21.34,128.69
"2025-05-23T07:28:54.595Z",nQO6AVJkbi3RZSWGq8bA7Q==,"WTR1",-0.3438,0.9331,-0.1714,8.12,-5.62,0.00,96.27,20.33,-37.72
"2025-05-23T07:28:54.596Z",flojut6MDCK1yDtLxihbxQ==,"WTL3",-0.9629,-0.2417,0.1597,4.39,3.23,0.61,-53.25,73.28,-149.11
